Assigned to;Repository Name;Image URL;Architecture Scope;Architectural Notation;Architectural Styles;Concern;Behavior;QAs;Granularity;Components Nature;Connectors Nature;Shapes;Colored?;Connectors Direction;Legend?;Nested Components?;Explicit Ports/Interfaces?;Explicit Connectors?;Design Overlays;Technologies;Notes
Anonymous;cap-ntu/Video-to-Retail-Platform;https://github.com/cap-ntu/Video-to-Retail-Platform/blob/hysia_v2/server/static/media/server-system-architecture.jpg;entire;boxes_and_arrows;client-server;general;static;maintainability;high;sub-systems, servers, clients;NA;rectangles;n;uni;n;n;n;y;n;NA;Connections, even if bidirectional, are shown as two unidirectional
Anonymous;VanHakobyan/ISTC_Coding_School;https://docs.microsoft.com/en-us/dotnet/standard/parallel-programming/media/tpl-architecture.png;part;boxes_and_arrows;NA;scheduling;static;maintainability;medium;functions, sub-systems;data_flow, control_flow;rectangles;y;uni;n;y;n;y;n;.net, c#, c++, f#;
Anonymous;alfredcs/immersion_day_labs;https://github.com/alfredcs/immersion_day_labs/blob/main/sagemaker-studio-mlflow-integration/images/mlflow-architecture.png;part;icons_and_arrows;SOA;deployment;dynamic;performance_efficiency;high;technologies, servers, clients;control_flow;rectangles, icons;y;uni;n;n;n;y;n;aws;
Anonymous;GoogleCloudPlatform/datacatalog-tag-engine;https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/blob/cloud-run/static/architecture.png;entire;icons_and_arrows;client-server, publish-subscribe, SOA;deployment;static;flexibility, performance_efficiency;high;clients, technologies, functions;control_flow;icons, rectangles;y;uni;n;n;n;y;n;bigquery;
Anonymous;BoraxTheClean/DevelopmentMachine;https://github.com/BoraxTheClean/DevelopmentMachine/blob/main/ArchitectureDiagram.png;entire+;icons_and_arrows;client-server;security;dynamic;security;high;clients, servers, technologies;control_flow;icons, 3d;y;uni;n;n;n;y;n;aws;
Anonymous;Vijay-Yosi/biostack;https://github.com/Vijay-Yosi/biostack/blob/master/apps/DeepKnee/pics/deepknee-architecture.png;entire;boxes;layered;general;static;maintainability;high;layers;NA;rectangles, icons;n;NA;n;n;n;n;n;docker, orthanc, flask, socket.io, nodejs;boxes language might be used just to represent layered architectures
Anonymous;lubkoKuzenko/FE-Interview-Questions;https://github.com/lubkoKuzenko/FE-Interview-Questions/blob/main/Angular/images/architecture.png;part;boxes_and_arrows;NA;general;static;maintainability;medium;packages;dependencies;rectangles;y;uni;n;y;n;y;n;angular;manual sketch
Anonymous;Luizbrandt/users-crud-salesforce;https://github.com/Luizbrandt/users-crud-salesforce/blob/main/img/Application-Architecture.png;part;boxes_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability;high;functions, clients, servers;control_flow;rectangles;y;uni;n;n;n;y;n;salesforce;
Anonymous;becloudway/serverless-data-pipeline;https://github.com/becloudway/serverless-data-pipeline/blob/master/img/architecture.png;part;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability, maintainability;medium;functions, technologies;control_flow;icons;y;uni;n;n;n;y;n;aws, slack;
Anonymous;azuregomez/SecurePaaS;https://github.com/azuregomez/securepaas/blob/master/architecture.png;entire+;boxes_and_arrows, icons_and_arrows;NA;security, connectivity;static;security;high;sub-systems, DBs, servers;communication;rectangles, icons;y;uni;n;y;y;y;n;sql;good example of security view
Anonymous;marekq/rss-lambda;https://github.com/marekq/rss-lambda/blob/master/docs/architecture.png;entire+;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability, maintainability;high;functions, clients, DBs;control_flow;circles, icons;n;uni;n;n;n;y;n;aws;
Anonymous;Software-Engineering-DHBW/bikeminer;https://github.com/Software-Engineering-DHBW/bikeminer/blob/main/systemarchitecture_bikeminer.png;entire+;icons_and_arrows;client-server;data_flow;static, dynamic;functional_suitability, maintainability;high;clients, servers, containers;data_flow;rectangles, icons, cylinders;y;uni;n;y;n;y;n;docker;
Anonymous;mincloud1501/MSA_miniProject;https://github.com/mincloud1501/MSA_miniProject/blob/master/images/dockerarchitecture.png;entire;boxes;clean, client-server;deployment;static;maintainability;high;clients, servers, containers;dependencies;circles;y;no;n;y;n;y;n;docker;
Anonymous;zoolhelmy/ESP8266-Weather-Station;https://github.com/zoolhelmy/ESP8266-Weather-Station/blob/main/images/photo/Architecture.png;entire+;icons_and_arrows;NA;deployment;dynamic;functional_suitability, maintainability;high;hardware_components, network_components, clients;data_flow;icons;y;uni;n;n;n;y;n;github, matlab, mqtt;IoT
Anonymous;pgrignaffini/AlgoCrowd;https://github.com/pgrignaffini/AlgoCrowd/blob/main/img/architecture_b.jpg;entire+;boxes_and_arrows;client-server;general;static;maintainability;high;clients, servers, DBs;communication;rectangles;n;uni;n;y;n;y;n;blockchain;
Anonymous;spagnuolocarmine/serverless-computing-for-iot;https://github.com/spagnuolocarmine/serverless-computing-for-iot/blob/master/assets/iot-architecture.png;entire;icons_and_arrows;event-driven;data_flow;dynamic;functional_suitability, maintainability;high;devices, hardware_components, DBs, clients;data_flow;icons;y;uni;n;n;n;y;n;nuclio;iot
Anonymous;aurelien-m/raspberrypi-rustpy;https://github.com/aurelien-m/raspberrypi-rustpy/blob/master/Documentation/architecture.png;entire+;boxes_and_arrows;NA;deployment, data_flow;dynamic;maintainability;high;devices, hardware_components, clients;data_flow;rectangles, icons;y;uni;n;y;y;y;n;python, rust, raspberry;
Anonymous;denizTutuncu/SolanaPackage;https://github.com/denizTutuncu/SolanaPackage/blob/main/SolanaSwiftSDK/Media/Diagrams/architecture.drawio.png;part;boxes_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability;low;packages, classes;control_flow;rectangles, icons;y;uni;n;y;n;y;n;swift;
Anonymous;apache/apisix-dashboard;https://github.com/apache/apisix-dashboard/blob/master/docs/assets/images/architecture.png;entire;boxes_and_arrows;event-driven;deployment, data_flow;static;maintainability;medium;packages, servers, layers, network_components;data_flow;rectangles;y;uni;n;y;n;y;n;apache;
Anonymous;EMERIC237/Restaurant-reservation-app;https://github.com/EMERIC237/Restaurant-reservation-app/blob/main/Screenshots/architecture.png;entire;boxes_and_arrows;SOA, client-server;deployment, data_flow;static;maintainability;high;services, packages, DBs, layers;communication;rectangles;n;uni;n;y;n;y;n;react, nodejs, postgresql;
Anonymous;s-sokolko/smev3_adapter_service;https://github.com/s-sokolko/smev3_adapter_service/blob/master/architecture.jpg;part;UML;NA;data_flow;dynamic;functional_suitability;high;clients, packages;communication;rectangles;n;bi;n;n;n;y;n;mongodb;
Anonymous;UoA-eResearch/hub-stack;https://github.com/UoA-eResearch/hub-stack/blob/master/ResearchHubArchitecture.png;part;icons_and_arrows;client-server, layered;deployment;dynamic;maintainability;medium;functions, DBs, sub-systems, technologies;control_flow;rectangles, icons;y;uni;n;y;n;y;n;shibboleth, sentry, google, grafana, aws, elasticsearch, kibana, contentful, python;
Anonymous;rinkako/CStoreDBMS;https://github.com/Rinkako/CStoreDB/blob/master/Pictures/ProjectArchitecture.png;entire;boxes_and_arrows;NA;general;static;maintainability;medium;classes, layers, DBs;inheritance, dependencies;rectangles;y;uni;n;y;n;y;n;NA;
Anonymous;i5ting/stuq-koa;https://github.com/i5ting/stuq-koa/blob/master/three-tier-architecture.png;entire+;boxes_and_arrows;client-server, layered;connectivity;dynamic;functional_suitability;high;clients, servers, DBs;communication;rectangles;y;uni;n;n;n;y;n;NA;
Anonymous;victor369basu/Real-time-stock-market-prediction;https://github.com/victor369basu/Real-time-stock-market-prediction/blob/master/images/Architecture2.png;entire;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability;high;DBs, technologies;data_flow;icons;n;uni;n;n;n;y;n;mongodb, tensorflow;
Anonymous;IBM/logdna-cos;https://github.com/IBM/logdna-cos/blob/main/doc/source/images/architecture.png;entire;icons_and_arrows;SOA;control_flow;dynamic;functional_suitability;high;technologies;control_flow;circles, icons;y;uni;n;n;n;y;n;ibm, nodejs, logdna;
Anonymous;xinsongyan/talos_pal_locomotion_slmc;https://github.com/xinsongyan/talos_pal_locomotion_slmc/blob/master/imgs/torque_control_walking_architecture.jpg;part;boxes_and_arrows;NA;control_flow;dynamic;functional_suitability;medium;classes, steps;control_flow;rectangles;y;uni;n;y;n;y;n;NA;even if colors are used (for connectors or different elements), what the colors does  never seem to be specified
Anonymous;conduitframework/conduit_amqp;https://hexdocs.pm/conduit_amqp/assets/architecture.png;part;boxes_and_arrows;publish-subscribe;general;static;maintainability;medium;classes;inheritance;rectangles;n;no;n;n;n;y;n;NA;
Anonymous;FudanOCR/FudanOCR;https://github.com/FudanOCR/FudanOCR/blob/master/images/architecture.jpeg;entire;boxes_and_arrows;NA;general;static;maintainability;high;packages;dependencies;rectangles;y;bi;n;n;n;y;n;NA;
Anonymous;CodisLabs/codis;https://github.com/CodisLabs/codis/blob/master/doc/pictures/architecture.png;entire+;boxes_and_arrows;NA;deployment;static;maintainability;high;clients, servers, network_components;data_flow, dependencies;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;vectranetworks/AWS-Traffic-Mirroring-Session-Manager;https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/blob/master/docs/AWS_SessionMirror_Architecture.png;part;boxes_and_arrows;SOA;control_flow;dynamic;functional_suitability;medium;steps;control_flow;rectangles;n;uni;n;n;n;y;n;aws;
Anonymous;securesecrets/shadeswap;https://github.com/securesecrets/shadeswap/blob/main/docs/Images/SC_Initialize_Architecture.png;part;boxes_and_arrows;smart-contracts;general;static;maintainability;high;technologies, packages, classes;inheritance;rectangles;n;uni;n;n;n;y;n;NA;blockchain
Anonymous;Spiderpig86/SmoresUnderflow;https://github.com/Spiderpig86/SmoresUnderflow/blob/master/images/Smores%20Underflow%20Architecture.png;entire;icons_and_arrows;microservices, client-server;deployment;dynamic;functional_suitability, performance_efficiency;medium;technologies, services, DBs, clients;data_flow;icons;y;uni;n;n;n;y;n;kibana, elasticsearch, mongodb, redis;
Anonymous;icoxfog417/karura;https://github.com/icoxfog417/karura/blob/master/doc/karura_architecture.PNG;part;icons_and_arrows;client-server;control_flow;dynamic;functional_suitability, performance_efficiency;high;steps;control_flow;icons;y;uni;n;n;n;y;snapshots;NA;
Anonymous;hypertrack/live-app-android;https://github.com/hypertrack/live-app-android/blob/master/images/ArchitectureLiveApp.png;entire+;icons_and_arrows;NA;control_flow;dynamic;functional_suitability, performance_efficiency;high;steps, clients, sub-systems;control_flow;icons;y;uni;n;n;n;y;snapshots;NA;
Anonymous;yuwen123441/NVMeAutomation;https://github.com/yuwen123441/NVMeAutomation/blob/master/images/Architecture.png;entire+;boxes;layered;general;static;maintainability;high;sub-systems;NA;rectangles;y;bi;n;n;n;y;n;NA;
Anonymous;little-hands/webdbpress-2019-10-ddd;https://github.com/little-hands/webdbpress-2019-10-ddd/blob/master/image/architecture.png;entire;boxes_and_arrows;layered;general;static;maintainability;high;layers, sub-systems;dependencies;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;Mustenaka/back-end-do;https://raw.githubusercontent.com/Mustenaka/back-end-do/main/doc/pic/Architecture.png;entire;boxes;MVC;general;static;maintainability;medium;packages, functions;dependencies, composition;rectangles;n;no;n;n;n;y;n;NA;
Anonymous;Sanperolo/The-Intelligent-Bike;https://github.com/Sanperolo/The-Intelligent-Bike/blob/master/images/The_Intelligent_Bike_Architecture.png;entire+;icons_and_arrows;client-server, publish-subscribe;deployment;dynamic;compatibility;high;hardware_components, servers, technologies, clients;data_flow;icons;y;uni;n;n;n;y;n;heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css;iot
Anonymous;Legmo/hotquotes;http://legmo.ru/GitHub/Architecture-small.jpg;entire;boxes_and_arrows;layered;general;static;maintainability;low;layers, classes;inheritance, dependencies;rectangles;n;uni;n;y;n;y;n;redux;
Anonymous;turkcellcloud/jupyter-openshift;https://github.com/vOrcunus/jupyter-openshift/blob/master/png/architecture.png;entire;boxes_and_arrows;NA;deployment, security;static;security;high;containers, sub-systems, technologies, hardware_components, clients, DBs;data_flow;rectangles;y;bi;n;y;n;y;n;kubernetes, nvidia;
Anonymous;padok-team/dojo-terraform-aws-security;https://github.com/padok-team/dojo-terraform-aws-security/blob/main/insecure_architecture.png;part;boxes_and_arrows;client-server;security, deployment, connectivity;static;security;high;clients, servers;communication;rectangles, circles;n;uni;n;y;n;y;;NA;
Anonymous;EOS-Nation/dfuse-docs;https://github.com/EOS-Nation/dfuse-docs/blob/master/static/drawings/general_architecture.png;part;UML;NA;general;static;maintainability, performance_efficiency;medium;packages, DBs, clients;data_flow;rectangles;n;uni;n;y;n;y;text;aws, google, azure;
Anonymous;sproutt/eussya-eussya-view;https://woowabros.github.io/img/2019-10-02/the-clean-architecture.png;entire;boxes;clean;general;static;maintainability;high;layers;NA;circles;y;NA;y;y;n;n;miniview;NA;clean duplicate
Anonymous;rackerlabs/scantron;https://github.com/rackerlabs/scantron/blob/master/img/scantron_architecture_overview.png;entire+;boxes_and_arrows;client-server;performance, deployment;static;maintainability, performance_efficiency;high;firewalls, DBs, servers, clients;communication, data_flow;rectangles;y;uni;n;n;y;y;n;django, postgresql;
Anonymous;elloza/Android-Developer-Certification;https://github.com/elloza/Android-Developer-Certification/blob/master/images/Architecture%20Diagram.png;entire;boxes_and_arrows;MVC;general;static;maintainability;medium;features, functions, DBs, layers;dependencies;rectangles;y;bi;n;y;n;y;text;NA;
Anonymous;mindspore-ai/mindarmour;https://github.com/mindspore-ai/mindarmour/blob/master/docs/fuzzer_architecture_en.png;entire;boxes_and_arrows;layered;general;static;maintainability, security;medium;packages, layers;data_flow;rectangles;y;uni;n;y;n;y;n;NA;
Anonymous;SecHack365-Fans/PyJailBreak;https://github.com/SecHack365-Fans/PyJailBreak/blob/main/assets/architecture.png;entire;boxes_and_arrows;client-server;deployment, control_flow;static, dynamic;maintainability, security;high;servers, clients;data_flow;rectangles;y;uni;n;y;n;y;n;github, javascript, flask, python;
Anonymous;madderle/Capstone-Realtime-Streaming-Analytics;https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/blob/master/Documentation/Images/Architecture_Overall.png;entire;icons_and_arrows;layered;deployment;dynamic;maintainability;high;technologies, containers;data_flow;circles, icons, rectangles;y;no;n;y;n;y;n;docker, aws, twitter, mysql, tableau, sklearn;
Anonymous;IBM/IBM-Spectrum-Scale-Security-Posture;https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/blob/master/SecurityPostureArchitecture.jpg;part;UML;NA;performance, security;dynamic;performance_efficiency, security;low;containers, technologies, clients;control_flow;rectangles;y;uni;n;n;n;y;n;ssh, elasticsearch, kibana;
Anonymous;freenowtech/AndroidCI;https://github.com/mytaxi/AndroidCI/blob/master/screenshots/jenkins_architecture.png;part;icons_and_arrows;NA;deployment;dynamic;maintainability;high;containers, technologies;control_flow;icons;y;uni;n;n;n;y;n;docker, jenkins, android;
Anonymous;linhao1998/ChatGPTClient;https://github.com/linhao1998/ChatGPTClient/blob/master/images/chatgpt_architecture.png;part;boxes_and_arrows;MVVM;general;static;maintainability;medium;packages, layers, DBs;dependencies, data_flow;rectangles;y;uni;n;n;n;y;n;sqlite, openai;
Anonymous;zeropaper/visual-fiha;https://github.com/zeropaper/visual-fiha/blob/main/architecture.drawio.png;entire+;boxes_and_arrows;layered;general;static;maintainability;medium;layers, clients;data_flow;rectangles;n;bi;n;y;y;y;n;vscode;
Anonymous;eProsima/FIWARE-SH;https://github.com/eProsima/FIWARE-SH/blob/main/docs/images/system-handle-architecture.png;entire+;boxes_and_arrows;publish-subscribe;connectivity;dynamic;compatibility;medium;clients, servers, sub-systems;control_flow;rectangles;y;uni;n;y;n;y;n;xtypes;
Anonymous;jsarcher/zilgraph;https://github.com/jsarcher/zilgraph/blob/main/doc/drawio/Zilgraph-Architecture.png;part;boxes_and_arrows;NA;deployment, data_flow;static;functional_suitability;medium;DBs, sub-systems;data_flow;rectangles;n;uni;n;y;n;y;snapshots;mongodb, elasticsearch;
Anonymous;jquku/Matrix-Chatbot;https://github.com/jquku/Matrix-Chatbot/blob/master/architecture.png;entire+;boxes_and_arrows;event-driven;general;dynamic;functional_suitability, maintainability;medium;DBs, packages, data;data_flow;rectangles, circles;n;bi;n;n;n;y;n;NA;
Anonymous;OpiumProtocol/opium-protocol-v2;https://github.com/OpiumProtocol/opium-protocol-v2/blob/main/docs/opium_v2_architecture.jpg;part;boxes_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability;medium;sub-systems, packages;function_calls;rectangles;y;uni;n;n;n;y;n;blockchain;
Anonymous;nightingaleproject/Reference-Client;https://github.com/nightingaleproject/Reference-Client/blob/main/resources/architecture.png;entire+;boxes_and_arrows, icons_and_arrows;event-driven;security;dynamic;functional_suitability, security;medium;sub-systems, DBs, clients;data_flow;rectangles, icons;n;uni;n;n;n;y;n;nvidia;
Anonymous;dwt0317/Search_Adserver;https://github.com/dwt0317/Search_Adserver/blob/master/img_folder/architecture.png;part;boxes_and_arrows;client-server;control_flow;dynamic;functional_suitability;high;sub-systems;data_flow;rectangles;y;uni;n;n;n;y;n;NA;
Anonymous;qaware/cloud-native-weather-javaee;https://github.com/qaware/cloud-native-weather-javaee/blob/main/architecture.png;entire;boxes;clean, SOA;general;static;maintainability;medium;quality-attributes;NA;rectangles, circles;y;NA;n;y;n;n;miniview;postgresql;
Anonymous;hyper-prog/hasses;https://github.com/hyper-prog/hasses/blob/master/images/architecture.png;part;boxes_and_arrows;client-server;deployment, data_flow;dynamic;functional_suitability, maintainability;low;clients, servers, data;data_flow;rectangles;y;uni;n;y;n;y;miniview;NA;
Anonymous;nrephi/jupyter-spark-hadoop-docker;https://github.com/nrephi/jupyter-spark-hadoop-docker/blob/main/docs/image/cluster-architecture.png;part;boxes;NA;deployment;static;performance_efficiency;high;servers, DBs;communication;rectangles;y;no;n;y;n;y;n;apache, jupyter;
Anonymous;IBM/datastax-cassandra-clickstream;https://github.com/IBM/datastax-cassandra-clickstream/blob/main/doc/source/images/architecture.png;part;icons_and_arrows;client-server;control_flow;dynamic;functional_suitability, maintainability;high;technologies, layers;control_flow;icons;y;uni;n;n;n;y;n;nodejs, ibm, openshift;
Anonymous;afonsocastro/larcc_interface;https://github.com/afonsocastro/larcc_interface/blob/master/ur_robot_driver/doc/architecture_coarse.svg;part;boxes_and_arrows;NA;general;static;maintainability;low;sub-systems, packages, functions, hardware_components;communication;rectangles;y;bi;n;y;n;y;n;ros;ros
Anonymous;spencerlepine/squidshop-ecommerce;https://github.com/spencerlepine/squidshop-ecommerce/blob/main/.dev/squidshop-project/assets/architecture_diagram-smaller.png;entire;boxes_and_arrows;microservices;deployment;static;maintainability;medium;services, clients, containers;control_flow;rectangles, icons;y;uni;n;n;n;y;n;netlify, nodejs, mysql, cassandra;
Anonymous;ProKarma-Inc/TAP-readmissions-reduction;https://github.com/ProKarma-Inc/TAP-readmissions-reduction/blob/master/images/architecture-diagram-1.png;entire;icons_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability;high;technologies, functions;control_flow;icons;y;uni;y;n;n;y;n;python, apache, jupyter, nodejs, cloud_foundry, angular;
Anonymous;gcba-iris/iris;https://github.com/gcba-iris/iris/blob/master/assets/img/architecture.png;part;boxes_and_arrows;NA;deployment, connectivity;dynamic;compatibility;high;sub-systems, communication_channels;data_flow;rectangles, circles, hexagons, diamonds;y;bi;n;n;n;y;n;NA;
Anonymous;hyeonsangjeon/AWS-LLM-SageMaker;https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/blob/main/RAG-SageMaker/images/architecture-rag-opensearch.png;entire;icons_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability, compatibility;medium;technologies, containers;control_flow;icons;y;uni;n;y;n;y;n;aws, streamlit;
Anonymous;ankithans/codeX;https://github.com/ankithans/codeX/blob/main/mockups/codex_architecture.png;part;boxes_and_arrows;NA;general;static;functional_suitability, maintainability, compatibility;high;functions;dependencies, composition;rectangles;y;uni;n;n;n;y;n;NA;
Anonymous;marklogic/cloud-enablement-aws;https://github.com/marklogic/cloud-enablement-aws/blob/11.0-master/doc/typical_architecture_of_aws_cluster.png;entire;icons_and_arrows;publish-subscribe;deployment, performance;static, dynamic;compatibility, performance_efficiency;medium;containers, DBs, sub-systems, technologies;data_flow;rectangles, icons;y;bi;n;y;y;y;n;aws;
Anonymous;c0deLab/ReAC;https://github.com/c0deLab/ReAC/blob/master/media/rscc/architecture.png;part;boxes_and_arrows;NA;general;dynamic;functional_suitability;low;functions, hardware_components, layers, packages, data;control_flow;rectangles;y;no;n;y;n;y;n;ros;iot, ros
Anonymous;fecgov/fec-eregs;https://github.com/fecgov/fec-eregs/blob/develop/load_regs/eregs_general_architecture.png;part;boxes_and_arrows;NA;deployment, data_flow;dynamic;maintainability;medium;sub-systems, packages;data_flow;rectangles;y;uni;n;y;n;y;miniview;python, openfec, xml, github;
Anonymous;jes/autopatzer;https://github.com/jes/autopatzer/blob/master/img/software-architecture.png;part;boxes_and_arrows;NA;deployment, connectivity;dynamic;functional_suitability, maintainability;high;packages, hardware_components;communication;rectangles;n;bi;n;y;y;y;n;NA;
Anonymous;blockchain-signaling-system/bloss-core;https://github.com/blockchain-signaling-system/bloss-core/blob/master/figures/bloss-full-architecture.png;part;boxes_and_arrows;event-driven;security;dynamic;security;medium;sub-systems, APIs;data_flow;rectangles;y;uni;n;y;y;y;n;vuejs, flask, socket.io;blockchain
Anonymous;dich1/bookshelf-web;https://github.com/dich1/bookshelf-web/blob/master/bookshelf-architecture.png;entire+;boxes_and_arrows, icons_and_arrows;layered;deployment;static;maintainability, compatibility;high;technologies, containers, clients, DBs;communication;rectangles, icons;y;uni;n;y;n;y;n;github, aws, mysql, docker, rails, circleci, nginx;
Anonymous;SpektraSystems/CloudLabs-Azure;https://github.com/SpektraSystems/CloudLabs-Azure/blob/master/azure-monitoring/Instructions/images/architecture.jpg;entire+;boxes_and_arrows, icons_and_arrows;layered;deployment, security;dynamic;security, compatibility;medium;containers, clients, DBs, servers, technologies, functions;communication;rectangles, icons;y;bi;n;y;y;y;snapshots;azure;
Anonymous;Bytom-Community/Bytom-Server;https://github.com/Bytom-Community/Bytom-Server/blob/master/architecture.jpg;part;boxes_and_arrows;NA;performance, deployment;dynamic;performance_efficiency;high;DBs, network_components;communication, composition;rectangles;y;uni;n;n;y;y;n;NA;blockchain
Anonymous;mbotarro/unijobs;https://github.com/mbotarro/unijobs/blob/master/backend/docs/images/backend_architecture.png;entire;boxes_and_arrows;layered, MVC;general;static;maintainability;medium;layers, classes, DBs, servers;dependencies, API_calls;rectangles;n;uni;n;y;n;y;n;postgresql, elasticsearch;
Anonymous;Melacon/WirelessTransportEmulator;https://github.com/Melacon/WirelessTransportEmulator/blob/master/Architecture.png;entire;boxes_and_arrows;NA;deployment, connectivity;static;flexibility, maintainability;medium;containers, sub-systems;communication;rectangles, circles;y;uni;n;y;y;y;n;docker, linux, ovs;
Anonymous;unnmdnwb3/dora;https://github.com/unnmdnwb3/dora/blob/main/docs/images/dora-architecture.jpg;entire+;boxes_and_arrows;microservices, event-driven;deployment, control_flow;dynamic;interaction_capability, functional_suitability;medium;services, steps, DBs, technologies;control_flow;rectangles, icons;y;uni;n;y;y;y;URLs;gitlab, mongodb, kubernetes, prometheus;
Anonymous;eProsima/Integration-Service;https://github.com/eProsima/Integration-Service/blob/main/docs/images/general-architecture.png;entire;boxes_and_arrows;client-server, publish-subscribe;control_flow;dynamic;functional_suitability, maintainability;medium;sub-systems;communication, data_flow;rectangles;y;uni, bi;n;y;n;y;parameters;xtypes;
Anonymous;gray-panda/grayrepo;https://github.com/gray-panda/grayrepo/blob/master/2015_holidayhackchallenge/L5_Attr1_Email/GIYH_Architecture.jpg;part;icons_and_arrows;client-server;security;dynamic;security;high;sub-systems;data_flow;circles, icons;n;uni;n;y;n;y;text;NA;manual sketch
Anonymous;marmarek/qubes-app-u2f;https://github.com/marmarek/qubes-app-u2f/blob/master/Documentation/architecture.svg;entire;boxes_and_arrows;client-server;security;static;security, maintainability;medium;sub-systems, clients, data;communication;rectangles;y;bi;n;y;n;y;n;NA;
Anonymous;zmyzheng/TweetMap;https://github.com/zmyzheng/TweetMap/blob/master/TweetMap-Architecture.png;entire+;boxes, icons_and_arrows;rest;deployment, data_flow;static, dynamic;maintainability, functional_suitability;high;technologies, containers;API_calls, data_flow;icons;y;uni;n;n;n;y;n;angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana;
Anonymous;irvs/ros2_tms_for_construction;https://github.com/irvs/ros2_tms_for_construction/blob/main/docs/ros2-tms-for-construction_architecture.png;entire;boxes_and_arrows;client-server;general;static;maintainability, interaction_capability;high;hardware_components, devices, DBs, layers;data_flow;rectangles, icons;y;uni;n;y;n;y;n;NA;IOT, ros
Anonymous;DevOps-Represent/devopsgirls-bootcamp-cn-2;https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/blob/master/images/architecture.png;part;boxes;NA;deployment;static, dynamic;maintainability;high;technologies, clients;NA;rectangles, icons;y;NA;n;y;n;n;n;aws;
Anonymous;matryx/MatryxPlatform;https://github.com/matryx/MatryxPlatform/blob/master/assets/ArchitectureDiagram.svg;entire;UML;NA;general;static;maintainability;low;classes, functions;dependencies, inheritance, composition;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;bosh-prometheus/bosh_exporter;https://cdn.rawgit.com/bosh-prometheus/bosh_exporter/master/architecture/architecture.svg;part;boxes_and_arrows;SOA;general;static;maintainability;medium;servers, services, sub-systems, packages;API_calls, function_calls;rectangles, icons;y;uni;n;y;n;y;n;prometheus, bosh;
Anonymous;NeuralDev-io/arclytics_simcct;https://github.com/NeuralDev-io/arclytics_simcct/blob/master/docs/assets/Arclytics%20Sim%20App%20Architecture_transparent.png;entire;boxes_and_arrows;client-server, microservices;deployment;static;maintainability, flexibility;medium;services, devices, DBs, network_components, clients, technologies;communication;rectangles, icons;y;uni;n;y;n;y;n;google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis;
Anonymous;NicoJuicy/Airline-Microservices;https://github.com/NicoJuicy/Airline-Microservices/blob/main/assets/Vertical-Slice-Architecture.jpg;entire;boxes;layered;general;static;maintainability;high;layers;NA;rectangles;y;NA;n;n;n;n;n;NA;
Anonymous;kpantos/Azure-How-To;https://github.com/kpantos/Azure-How-To/blob/main/waf-secure-bot/images/architecture.png;entire;boxes, icons_and_arrows;SOA;deployment, connectivity;static;maintainability;high;services, network_components;communication;rectangles, icons;y;uni, bi;n;y;y;y;URLs;skype, microsoft, azure;
Anonymous;libremfg/getting-started;https://github.com/libremfg/getting-started/blob/main/docs/LibreArchitecture.png;entire+;boxes_and_arrows;event-driven;deployment;static;maintainability, security;medium;DBs, clients, technologies, bus;communication;rectangles, cylinders, icons;y;bus, no;n;y;n;y;n;dgraph, influxdb, grafana;
Anonymous;coverage-robot/core;https://github.com/coverage-robot/core/blob/main/resources%2Farchitecture.jpg;entire;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability, maintainability;high;technologies, APIs, functions;control_flow;squares, icons;y;uni, bi;n;n;n;y;n;aws, github;
Anonymous;usds/justice40-tool;https://github.com/usds/justice40-tool/blob/main/docs/architecture/architecture-mmd.svg;entire;boxes_and_arrows;pipes-and-filters;data_flow;dynamic;functional_suitability, interaction_capability;medium;steps, technologies, clients;API_calls, data_flow;rectangles;y;uni;n;y;n;y;n;aws;
Anonymous;gustavung/Graphrec;https://github.com/gustavung/Graphrec/blob/master/architecture.png;entire;boxes_and_arrows;client-server;general;static;maintainability;high;clients, servers, packages;data_flow;rectangles;n;uni, bi;n;n;n;y;n;flask;
